1538484013.000000, IBI
89.504097,0.687531
90.160377,0.656280
90.863534,0.703157
91.535440,0.671906
92.254223,0.718783
92.957380,0.703157
103.754749,0.718783
104.614164,0.859414
105.411075,0.796911
202.696779,0.562526
203.274930,0.578151
203.837456,0.562526
204.493736,0.656280
205.134390,0.640654
205.759419,0.625029
209.556468,0.546900
210.134619,0.578151
210.790899,0.656280
223.697740,0.625029
224.213388,0.515649
224.713411,0.500023
225.260311,0.546900
225.807211,0.546900
226.447866,0.640654
226.947889,0.500023
227.369783,0.421894
315.795706,0.593777
367.891841,0.578151
371.907650,0.609403
372.610807,0.703157
373.376467,0.765660
387.892757,0.640654
388.611540,0.718783
389.314697,0.703157
390.033480,0.718783
390.752263,0.718783
391.424168,0.671906
392.096074,0.671906
392.767980,0.671906
393.424260,0.656280
394.127417,0.703157
394.861826,0.734409
395.580609,0.718783
396.268140,0.687531
396.955672,0.687531
397.674454,0.718783
398.393237,0.718783
399.065143,0.671906
399.799552,0.734409
400.518335,0.718783
401.221492,0.703157
401.987152,0.765660
402.674683,0.687531
403.362215,0.687531
404.065372,0.703157
404.737278,0.671906
405.409184,0.671906
406.112341,0.703157
406.815498,0.703157
407.393649,0.578151
431.129111,0.671906
431.676011,0.546900
432.332291,0.656280
433.051074,0.718783
433.722980,0.671906
434.457388,0.734409
435.176171,0.718783
435.816825,0.640654
436.566860,0.750034
437.191888,0.625029
437.910671,0.718783
438.660706,0.750034
449.348695,0.625029
449.989349,0.640654
450.817512,0.828163
451.567546,0.750034
452.192575,0.625029
452.911358,0.718783
453.520761,0.609403
454.317672,0.796911
454.958327,0.640654
455.692735,0.734409
456.395892,0.703157
463.911861,0.765660
655.858147,0.625029
656.498802,0.640654
657.170707,0.671906
657.795736,0.625029
658.327010,0.531274
668.124334,0.593777
668.764988,0.640654
669.436894,0.671906
670.061923,0.625029
670.702577,0.640654
671.327605,0.625029
672.062014,0.734409
672.640166,0.578151
673.280820,0.640654
673.968351,0.687531
674.640257,0.671906
675.343414,0.703157
676.030946,0.687531
679.234217,0.671906
679.874872,0.640654
832.725618,0.671906
833.428776,0.703157
834.194436,0.765660
834.866341,0.671906
835.569499,0.703157
836.413287,0.843789
874.368150,0.562526
875.024430,0.656280
875.836967,0.812537
876.758884,0.921917
910.822943,0.500023
1007.983640,0.828163
1306.512931,0.640654
1307.231714,0.718783
1307.887994,0.656280
1308.513022,0.625029
1309.184928,0.671906
1318.888497,0.687531
1319.607280,0.718783
1320.419817,0.812537
1321.107349,0.687531
1321.919886,0.812537
1360.374771,0.593777
1360.984174,0.609403
1361.609202,0.625029
1362.171728,0.562526
1379.891289,0.734409
1380.453815,0.562526
1461.035629,0.625029
1461.645031,0.609403
1462.332563,0.687531
1499.474888,0.531274
1500.053040,0.578151
1514.303692,0.625029
1514.975598,0.671906
1684.858373,0.640654
1685.514653,0.656280
1686.139682,0.625029
1686.780336,0.640654
1687.420991,0.640654
1688.030394,0.609403
1688.749177,0.718783
1749.314449,0.828163
1765.955835,0.593777
1845.506352,0.937543
1858.147555,0.921917
1921.072311,0.593777
1927.228843,0.515649
1927.885123,0.656280
1928.478900,0.593777
1929.119554,0.640654
1929.885214,0.765660
1970.402694,0.531274
1971.074600,0.671906
1971.558997,0.484397
1972.262154,0.703157
2038.390181,0.625029
2039.046461,0.656280
2039.640238,0.593777
2040.280893,0.640654
2040.905921,0.625029
2041.546576,0.640654
2042.155978,0.609403
2048.031247,0.656280
2048.734405,0.703157
2049.375059,0.640654
2050.093842,0.718783
2050.796999,0.703157
2051.422028,0.625029
2052.187688,0.765660
2062.750671,0.953169
2063.500705,0.750034
2214.148226,0.578151
2251.853077,0.625029
2256.790803,0.703157
2289.229788,0.843789
