1538484013.000000, 1538484013.000000, 1538484013.000000
32.000000, 32.000000, 32.000000
2,10,65
1,10,64
1,10,64
1,10,62
1,11,60
-1,12,55
-4,11,61
-4,13,66
-5,14,68
-4,14,64
-3,14,60
-2,13,60
-2,11,61
-2,9,61
-2,10,62
-2,9,63
-2,9,64
-2,11,66
-2,13,65
-3,14,64
-2,13,59
-2,12,58
-2,11,57
-3,10,60
-3,10,63
-3,11,64
-3,12,64
-3,14,62
-3,12,60
-3,12,60
-2,11,60
-2,12,61
-2,13,64
-2,14,65
-3,15,66
-3,15,64
-4,14,63
-3,13,59
-3,13,56
0,11,53
2,9,59
2,10,60
2,9,67
1,10,69
1,13,73
0,12,68
0,12,66
2,14,75
1,12,74
9,11,108
1,44,90
-6,6,-3
3,-64,-20
7,-77,-22
6,-72,-9
-1,-57,-32
-2,-54,-40
-1,-45,-41
2,-39,-34
1,-40,-45
0,-45,-59
3,-33,-55
7,-35,-50
5,-36,-52
5,-34,-54
4,-35,-55
4,-38,-55
5,-37,-44
3,-38,-49
1,-44,-50
4,-45,-40
4,-51,-22
5,-52,-15
5,-68,-1
2,-67,0
1,-61,2
7,-67,16
10,-60,21
8,-52,25
8,-53,31
9,-50,36
8,-48,37
8,-49,33
7,-49,32
6,-48,40
7,-50,39
5,-52,43
4,-50,48
5,-49,43
4,-48,41
3,-47,43
1,-46,44
2,-46,43
3,-45,40
2,-44,38
-2,-40,37
5,-54,42
5,-55,43
2,-57,41
-3,-49,43
-6,-40,57
-4,-38,53
-2,-39,50
-1,-35,46
-1,-38,42
2,-46,43
-5,-43,51
-4,-42,60
7,-52,64
8,-54,67
-1,-47,70
-6,-38,66
-6,-27,54
-3,-16,51
-1,-13,47
2,-14,47
2,-27,52
3,-35,76
0,-37,48
0,-32,42
-2,-37,37
-2,-40,36
-2,-48,39
-1,-60,55
1,-60,55
9,-58,47
14,-58,47
17,-60,51
21,-61,52
21,-57,51
20,-48,47
18,-44,45
14,-33,45
15,-28,44
17,-18,41
14,-1,42
12,5,39
16,-6,36
14,-11,52
11,0,95
2,9,103
0,23,101
-6,33,71
-9,32,53
-16,29,37
-15,24,45
-17,18,50
-22,12,60
-23,13,68
-31,9,58
-35,0,50
-36,-14,54
-41,-9,74
-52,-15,55
-53,-12,57
-49,-8,62
-48,1,45
-37,-1,40
-35,1,39
-28,-2,37
-25,-5,42
-21,-4,45
-15,-14,54
-12,-17,60
-10,-2,69
-12,2,70
-8,-23,76
-7,-15,74
-8,-6,76
-5,-23,69
3,-12,73
-2,-7,85
-11,-10,78
-17,-19,67
-20,-12,70
